Pop_ID,MapData_Species,TimeSeriesData_Species,Species,MapData_Pop_Name,GEO_FEATUR,Lat,Lon,FAZ,MAZ,JAZ,TimeSeriesData_Pop_Name,Pop_Name,MapData_CU_ID,FWA_WATERSHED_CODE
48014,CO,Co_Fraser,Co,DOWNES CREEK,Stream,49.08345041,-122.3168634,LFR,GStr,LFR+GStr,,DOWNES CREEK,CO-47,100-052188-342274-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
48017,CO,Co_Fraser,Co,DRAPER CREEK,Stream,49.16069383,-122.2470475,LFR,GStr,LFR+GStr,,DRAPER CREEK,CO-47,100-057528-398258-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45599,CK,Ck_SBC,Ck,DRIFTWOOD RIVER,Stream,55.69931908,-126.2513263,MFR,GStr,MFR+GStr,,DRIFTWOOD RIVER,CK-10,100-567134-179319-815989-532920-992397-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45598,SEL,Sk_Fraser,Sk,DRIFTWOOD RIVER,Stream,55.69931908,-126.2513263,MFR,GStr,MFR+GStr,Driftwood River,DRIFTWOOD RIVER,SEL-06-14,100-567134-179319-815989-532920-992397-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
125,CK,Ck_SBC,Ck,DRISCOLL CREEK,Stream,53.86613167,-121.4299399,UFR,GStr,UFR+GStr,DRISCOLL CREEK,DRISCOLL CREEK,CK-12,100-696400-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46658,CK,Ck_SBC,Ck,DUNN CREEK,Stream,51.45876631,-120.1458021,NTh,GStr,NTh+GStr,,DUNN CREEK,CK-18,100-190442-998192-288800-076644-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46652,CO,Co_Fraser,Co,DUNN CREEK,Stream,51.45876631,-120.1458021,NTh,GStr,NTh+GStr,Dunn Cr,DUNN CREEK,CO-09,100-190442-998192-288800-076644-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
69019,SEL,Sk_Fraser,Sk,DUNN CREEK,Stream,51.45876631,-120.1458021,NTh,GStr,NTh+GStr,,DUNN CREEK,SEL-10-01,100-190442-998192-288800-076644-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
47085,CO,Co_Fraser,Co,DUNVILLE CREEK,Stream,49.17116237,-121.8275831,LFR,GStr,LFR+GStr,,DUNVILLE CREEK,CO-47,100-072260-716322-566235-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45581,SEL,Sk_Fraser,Sk,DUST CREEK,Stream,55.30973903,-126.0287321,MFR,GStr,MFR+GStr,Dust Creek,DUST CREEK,SEL-06-14,100-567134-179319-815989-532920-447917-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45582,SEL,Sk_Fraser,Sk,DUST CREEK,Stream,55.30973903,-126.0287321,MFR,GStr,MFR+GStr,Dust Creek,DUST CREEK,SEL-06-13,100-567134-179319-815989-532920-447917-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46568,CK,Ck_SBC,Ck,DUTEAU CREEK,Stream,50.2516302,-118.9594602,STh,GStr,STh+GStr,DUTEAU CREEK,DUTEAU CREEK,CK-16,100-190442-999098-995997-730848-543292-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46562,CO,Co_Fraser,Co,DUTEAU CREEK,Stream,50.2516302,-118.9594602,STh,GStr,STh+GStr,Duteau Cr,DUTEAU CREEK,CO-08,100-190442-999098-995997-730848-543292-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46366,CK,Ck_SBC,Ck,EAGLE RIVER,Stream,50.84336958,-119.0109085,STh,GStr,STh+GStr,EAGLE RIVER,EAGLE RIVER,CK-14,100-190442-999098-995997-725308-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46360,CO,Co_Fraser,Co,EAGLE RIVER,Stream,50.84336958,-119.0109085,STh,GStr,STh+GStr,Eagle R,EAGLE RIVER,CO-08,100-190442-999098-995997-725308-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46358,SEL,Sk_Fraser,Sk,EAGLE RIVER,Stream,50.84336958,-119.0109085,STh,GStr,STh+GStr,Eagle River,EAGLE RIVER,SEL-09-02,100-190442-999098-995997-725308-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46359,SEL,Sk_Fraser,Sk,EAGLE RIVER,Stream,50.84336958,-119.0109085,STh,GStr,STh+GStr,Eagle River,EAGLE RIVER,SEL-09-03,100-190442-999098-995997-725308-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46612,CO,Co_Fraser,Co,EAST BARRIERE RIVER,Stream,51.24396005,-119.9341754,NTh,GStr,NTh+GStr,E Barriere R,EAST BARRIERE RIVER,CO-09,100-190442-998192-185576-297859-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46056,CO,Co_Fraser,Co,EAST CREEK/LFR,Stream,49.31678927,-121.8835652,LFR,GStr,LFR+GStr,,EAST CREEK/LFR,CO-47,100-077501-154487-942852-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46055,SEL,Sk_Fraser,Sk,EAST CREEK/LFR,Stream,49.31678927,-121.8835652,LFR,GStr,LFR+GStr,East Creek,EAST CREEK/LFR,SEL-03-04,100-077501-154487-942852-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
926,CK,Ck_SBC,Ck,EAST TWIN CREEK,Stream,53.45691339,-120.410057,UFR,GStr,UFR+GStr,EAST TWIN CREEK,EAST TWIN CREEK,CK-12,100-805395-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
47083,CO,Co_Fraser,Co,ELK BROOK,Stream,49.18304605,-121.8994457,LFR,GStr,LFR+GStr,,ELK BROOK,CO-47,100-072260-716322-111718-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46871,CK,Ck_SBC,Ck,ELKIN CREEK,Stream,51.68588715,-123.7224791,MFR,GStr,MFR+GStr,ELKIN CREEK,ELKIN CREEK,CK-11,100-342455-328500-134035-287985-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46863,SEL,Sk_Fraser,Sk,ELKIN CREEK,Stream,51.68588715,-123.7224791,MFR,GStr,MFR+GStr,Elkin Creek,ELKIN CREEK,SEL-06-16,100-342455-328500-134035-287985-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
3350,SEL,Sk_Fraser,Sk,ELYSIA SHORE,Lake Portion,52.51657269,-121.0469811,MFR,GStr,MFR+GStr,Elysia - Shore,ELYSIA SHORE,SEL-06-10,100-458399-750428-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
3413,SEL,Sk_Fraser,Sk,ELYSIA SHORE-1KM W,Lake Portion,52.51668336,-121.0472747,MFR,GStr,MFR+GStr,Elysia shore - 1 km west,ELYSIA SHORE-1KM W,SEL-06-10,100-458399-750428-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45510,CK,Ck_SBC,Ck,ENDAKO RIVER,Stream,54.04983464,-124.9040503,MFR,GStr,MFR+GStr,ENDAKO RIVER,ENDAKO RIVER,CK-10,100-567134-374775-948201-023010-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
69050,SEL,Sk_Fraser,Sk,ENDAKO RIVER,Stream,54.04983464,-124.9040503,MFR,GStr,MFR+GStr,,ENDAKO RIVER,SEL-06-07,100-567134-374775-948201-023010-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
69068,CK,Ck_SBC,Ck,EUCHINIKO RIVER,Stream,53.24677214,-123.5027628,MFR,GStr,MFR+GStr,,EUCHINIKO RIVER,CK-10,100-500560-248839-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
959,CO,Co_Fraser,Co,FEE CREEK,Stream,50.394348,-122.70113,LILL,GStr,LILL+GStr,,FEE CREEK,CO-04,100-077501-955583-415280-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
3416,SEL,Sk_Fraser,Sk,FENNELL CREEK,Stream,51.34447938,-119.7986751,NTh,GStr,NTh+GStr,"Barriere River, upper",FENNELL CREEK,SEL-10-03,100-190442-998192-185576-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
47051,CO,Co_Fraser,Co,FIFTEEN MILE CREEK/LFR,Stream,49.10679927,-121.5225597,LFR,GStr,LFR+GStr,,FIFTEEN MILE CREEK/LFR,CO-47,100-064535-057628-576530-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
61071,SEL,Sk_Fraser,Sk,FIFTEEN MILE CREEK/LFR,Stream,49.49405753,-121.76506,LFR,GStr,LFR+GStr,,FIFTEEN MILE CREEK/LFR,SEL-03-03,100-077501-512064-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46790,CK,Ck_SBC,Ck,FINN CREEK,Stream,51.89646724,-119.3237098,NTh,GStr,NTh+GStr,FINN CREEK,FINN CREEK,CK-18,100-190442-998192-602714-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46784,CO,Co_Fraser,Co,FINN CREEK,Stream,51.89646724,-119.3237098,NTh,GStr,NTh+GStr,Finn Cr,FINN CREEK,CO-09,100-190442-998192-602714-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46782,SEL,Sk_Fraser,Sk,FINN CREEK,Stream,51.89646724,-119.3237098,NTh,GStr,NTh+GStr,Finn Creek,FINN CREEK,SEL-10-01,100-190442-998192-602714-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
7695,SEL,Sk_Fraser,Sk,FISH HATCHERY CREEK,Stream,49.6060825,-122.6337432,LFR,GStr,LFR+GStr,Fish Hatchery Creek,FISH HATCHERY CREEK,SEL-03-05,100-025956-522180-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45556,SEL,Sk_Fraser,Sk,FLEMING CREEK,Stream,54.76947303,-125.4142366,MFR,GStr,MFR+GStr,Fleming Creek,FLEMING CREEK,SEL-06-14,100-567134-179319-815989-795402-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
47036,CO,Co_Fraser,Co,FOLEY CREEK,Stream,49.1064586,-121.6363866,LFR,GStr,LFR+GStr,,FOLEY CREEK,CO-47,100-064535-057628-459516-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45779,CO,Co_Fraser,Co,FOLEY CREEK SIDE CHANNEL,Artificial Channel,49.1064586,-121.6363866,LFR,GStr,LFR+GStr,,FOLEY CREEK SIDE CHANNEL,CO-47,100-064535-057628-459516-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
47407,CK,Ck_SBC,Ck,FONTONIKO CREEK,Stream,54.36338919,-121.3453685,UFR,GStr,UFR+GStr,FONTONIKO CREEK,FONTONIKO CREEK,CK-12,100-639480-270767-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
44612,CO,Co_Fraser,Co,FORCITE SIDE CHANNEL,Artificial Channel,49.11490269,-122.0885817,LFR,GStr,LFR+GStr,,FORCITE SIDE CHANNEL,CO-47,100-064535-057628-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45571,SEL,Sk_Fraser,Sk,FORFAR CREEK,Stream,55.04305333,-125.4687001,MFR,GStr,MFR+GStr,Forfar Creek,FORFAR CREEK,SEL-06-14,100-567134-179319-815989-532920-282936-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
44961,CK,Ck_SBC,Ck,FORGETMENOT CREEK,Stream,53.68811588,-120.4350646,UFR,GStr,UFR+GStr,FORGETMENOT CREEK,FORGETMENOT CREEK,CK-12,100-772352-308489-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46471,CO,Co_Fraser,Co,FORTUNE CREEK/STh,Stream,50.54128327,-119.1315308,STh,GStr,STh+GStr,,FORTUNE CREEK/STh,CO-08,100-190442-999098-995997-730848-210601-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
3390,SEL,Sk_Fraser,Sk,FOUR MILE CREEK-LAKE SHORE,Lake Portion,51.08697512,-118.8943903,STh,GStr,STh+GStr,Four Mile Creek - shore,FOUR MILE CREEK-LAKE SHORE,SEL-09-03,100-190442-999098-995997-520959-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
7636,SEL,Sk_Fraser,Sk,FOUR MILE CREEK/STh,Stream,51.08502187,-118.8958446,STh,GStr,STh+GStr,Four Mile Creek,FOUR MILE CREEK/STh,SEL-09-02,100-190442-999098-995997-520959-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
47044,CO,Co_Fraser,Co,FOURTEEN MILE CREEK,Stream,49.10389704,-121.5379592,LFR,GStr,LFR+GStr,,FOURTEEN MILE CREEK,CO-47,100-064535-057628-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45806,SEL,Sk_Fraser,Sk,FRANCOIS LAKE,Lake,54.00821315,-125.0080082,MFR,GStr,MFR+GStr,Francois Lake,FRANCOIS LAKE,SEL-06-07,100-567134-374775-948201-125348-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45068,SEL,Sk_Fraser,Sk,FRANKS CREEK,Stream,52.56589551,-120.6799283,MFR,GStr,MFR+GStr,Franks Creek,FRANKS CREEK,SEL-06-10,100-458399-887414-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
3351,SEL,Sk_Fraser,Sk,FRANKS CREEK-LAKE SHORE,Lake Portion,52.56697045,-120.6766646,MFR,GStr,MFR+GStr,Franks Creek - shore,FRANKS CREEK-LAKE SHORE,SEL-06-10,100-458399-887887-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
44549,CK,Ck_SBC,Ck,FRASER RIVER-ABOVE TETE JAUNE,Stream segment,52.97134562,-119.4508333,UFR,GStr,UFR+GStr,FRASER RIVER-ABOVE TETE JAUNE,FRASER RIVER-ABOVE TETE JAUNE,CK-12,100-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45595,SEL,Sk_Fraser,Sk,FRENCH CREEK/MFR,Stream,55.65880032,-126.1665642,MFR,GStr,MFR+GStr,French Creek,FRENCH CREEK/MFR,SEL-06-14,100-567134-179319-815989-532920-947799-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45593,SEL,Sk_Fraser,Sk,FRYPAN CREEK,Stream,55.52384062,-126.0723655,MFR,GStr,MFR+GStr,Frypan Creek,FRYPAN CREEK,SEL-06-14,100-567134-179319-815989-532920-821367-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
69061,CK,Ck_SBC,Ck,FYFE CREEK,Stream,53.757227,-122.8292523,MFR,GStr,MFR+GStr,,FYFE CREEK,CK-10,100-567134-069486-073215-551504-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45102,SEL,Sk_Fraser,Sk,GATES CHANNEL,Artificial Channel,50.54794706,-122.4821128,MFR,GStr,MFR+GStr,Gates Channel,GATES CHANNEL,SEL-06-01,100-233886-990253-055341-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
47213,CO,Co_Fraser,Co,GATES RIVER,Stream,50.55181255,-122.4731293,MFR,GStr,MFR+GStr,Gates Cr,GATES RIVER,CO-48,100-233886-990253-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
47211,SEL,Sk_Fraser,Sk,GATES RIVER,Stream,50.55181255,-122.4731293,MFR,GStr,MFR+GStr,,GATES RIVER,SEL-06-01,100-233886-990253-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
1080,CO,Co_Fraser,Co,GIESBRECHT SPAWNING CHANNEL,Artificial Channel,49.11869951,-122.0921571,LFR,GStr,LFR+GStr,,GIESBRECHT SPAWNING CHANNEL,CO-47,100-064535-057628-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
69049,SEL,Sk_Fraser,Sk,GLACIER CREEK/MFR,Stream,53.88108319,-127.0272751,MFR,GStr,MFR+GStr,,GLACIER CREEK/MFR,SEL-06-20,100-567134-374775-948201-997745-737291-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45572,SEL,Sk_Fraser,Sk,GLUSKE CREEK,Stream,55.05665988,-125.5146776,MFR,GStr,MFR+GStr,Gluske Creek,GLUSKE CREEK,SEL-06-14,100-567134-179319-815989-532920-309568-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
47538,CK,Ck_SBC,Ck,GOAT RIVER/UFR,Stream,53.53227334,-120.5602763,UFR,GStr,UFR+GStr,GOAT RIVER,GOAT RIVER/UFR,CK-12,100-790283-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
64504,SEL,Sk_Fraser,Sk,GOLD CREEK/STh,Stream,51.74281707,-119.1459425,STh,GStr,STh+GStr,,GOLD CREEK/STh,SEL-17-10,100-190442-999098-995997-058910-686237-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
3369,SEL,Sk_Fraser,Sk,GOOSE CREEK-LAKE SHORE 0.8KM S,Lake Portion,52.74754944,-120.8361346,MFR,GStr,MFR+GStr,"Goose Pt., .8 km south - shore",GOOSE CREEK-LAKE SHORE 0.8KM S,SEL-06-10,100-458399-741171-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
61079,SEL,Sk_Fraser,Sk,GOOSE CREEK-S-LAKE SHORE,Lake Portion,52.75182898,-120.836885,MFR,GStr,MFR+GStr,,GOOSE CREEK-S-LAKE SHORE,SEL-06-10,100-458399-741171-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
3078,SEL,Sk_Fraser,Sk,GOOSE CREEK/MFR,Stream,52.74890615,-120.8353937,MFR,GStr,MFR+GStr,Goose Creek,GOOSE CREEK/MFR,SEL-06-10,100-458399-741171-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46792,CO,Co_Fraser,Co,GOOSE CREEK/NTh,Stream,52.07926533,-119.296718,NTh,GStr,NTh+GStr,,GOOSE CREEK/NTh,CO-09,100-190442-998192-668896-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
3368,SEL,Sk_Fraser,Sk,GOOSE POINT-LAKE SHORE,Lake Portion,52.75378888,-120.8364488,MFR,GStr,MFR+GStr,Goose Point - Shore,GOOSE POINT-LAKE SHORE,SEL-06-10,100-458399-741171-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
3370,SEL,Sk_Fraser,Sk,GOOSE POINT-LAKE SHORE-5 KM S,Lake Portion,52.75019071,-120.837015,MFR,GStr,MFR+GStr,"Goose Pt., 5 km south - shore",GOOSE POINT-LAKE SHORE-5 KM S,SEL-06-10,100-458399-741171-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
69302,CO,Co_Fraser,Co,GOWAN CREEK,Stream,49.92349175,-122.3640213,LILL,GStr,LILL+GStr,,GOWAN CREEK,CO-04,100-077501-955583-147206-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45055,SEL,Sk_Fraser,Sk,GRAIN CREEK,Stream,52.60138297,-121.0200541,MFR,GStr,MFR+GStr,Grain Creek,GRAIN CREEK,SEL-06-10,100-458399-739815-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
3371,SEL,Sk_Fraser,Sk,GRAIN CREEK-LAKE SHORE,Lake Portion,52.60208859,-121.019542,MFR,GStr,MFR+GStr,Grain Cr. - Shore,GRAIN CREEK-LAKE SHORE,SEL-06-10,100-458399-739815-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46111,CK,Ck_SBC,Ck,GREEN RIVER/LILL,Stream,50.30147365,-122.7224003,LILL,GStr,LILL+GStr,GREEN RIVER,GREEN RIVER/LILL,CK-04,100-077501-955583-455209-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46108,CO,Co_Fraser,Co,GREEN RIVER/LILL,Stream,50.30147365,-122.7224003,LILL,GStr,LILL+GStr,,GREEN RIVER/LILL,CO-04,100-077501-955583-455209-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46107,SEL,Sk_Fraser,Sk,GREEN RIVER/LILL,Stream,50.30147365,-122.7224003,LILL,GStr,LILL+GStr,Green River,GREEN RIVER/LILL,SEL-04-01,100-077501-955583-455209-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
69295,CO,Co_Fraser,Co,GREER CREEK,Stream,53.77320908,-124.6217427,MFR,GStr,MFR+GStr,,GREER CREEK,CO-48,100-567134-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
3441,SEL,Sk_Fraser,Sk,GROUSE (MOUL) CREEK,Stream,51.8331012,-120.0559253,NTh,GStr,NTh+GStr,Grouse Creek,GROUSE (MOUL) CREEK,SEL-10-01,100-190442-998192-349877-147770-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
128,CO,Co_Fraser,Co,GUICHON CREEK/LTh,Stream,50.14500192,-120.8854535,LTh,GStr,LTh+GStr,,GUICHON CREEK/LTh,CO-07,100-190442-244975-296261-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
44604,CO,Co_Fraser,Co,GUNTHER DITCH,Artificial Channel,49.09198707,-121.9574452,LFR,GStr,LFR+GStr,,GUNTHER DITCH,CO-47,100-064535-057628-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46622,CO,Co_Fraser,Co,HAGGARD CREEK,Stream,51.24352385,-119.9291028,NTh,GStr,NTh+GStr,Haggard Cr,HAGGARD CREEK,CO-09,100-190442-998192-185576-297859-015779-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
47437,CK,Ck_SBC,Ck,HAGGEN CREEK,Stream,53.57654718,-121.627161,UFR,GStr,UFR+GStr,HAGGEN CREEK,HAGGEN CREEK,CK-12,100-654493-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
7745,SEL,Sk_Fraser,Sk,HAGGEN CREEK,Stream,53.57654718,-121.627161,UFR,GStr,UFR+GStr,,HAGGEN CREEK,SEL-07-01,100-654493-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
3069,CO,Co_Fraser,Co,HARBOUR CREEK,Stream,51.541347,-119.3021033,STh,GStr,STh+GStr,Harbour Cr,HARBOUR CREEK,CO-08,100-190442-999098-995997-058910-518106-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
1170,CO,Co_Fraser,Co,HARPER CREEK,Stream,51.32005963,-119.8803366,NTh,GStr,NTh+GStr,Harper Cr,HARPER CREEK,CO-09,100-190442-998192-185576-497452-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45028,SEL,Sk_Fraser,Sk,HARPER CREEK,Stream,51.32005963,-119.8803366,NTh,GStr,NTh+GStr,Harper Creek,HARPER CREEK,SEL-10-03,100-190442-998192-185576-497452-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45086,SEL,Sk_Fraser,Sk,HARRISON LAKE,Lake,49.32683266,-121.7812318,LFR,GStr,LFR+GStr,Harrison Lake,HARRISON LAKE,SEL-03-03,100-077501-260141-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46034,CK,Ck_SBC,Ck,HARRISON RIVER,Stream,49.21890306,-121.9450663,LFR,GStr,LFR+GStr,HARRISON RIVER,HARRISON RIVER,CK-03,100-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46031,CO,Co_Fraser,Co,HARRISON RIVER,Stream,49.21890306,-121.9450663,LFR,GStr,LFR+GStr,,HARRISON RIVER,CO-47,100-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46030,SER,Sk_Fraser,Sk,HARRISON RIVER,Stream,49.21890306,-121.9450663,LFR,GStr,LFR+GStr,Harrison River,HARRISON RIVER,SER-03,100-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
69072,CK,Ck_SBC,Ck,HAT CREEK,Stream,50.88413976,-121.4027135,LTh,GStr,LTh+GStr,,HAT CREEK,CK-17,100-190442-506118-140075-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46970,CO,Co_Fraser,Co,HAWKINS CREEK,Stream,49.17777022,-122.1504128,LFR,GStr,LFR+GStr,,HAWKINS CREEK,CO-47,100-066153-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
