SPECIES,POP_ID,Nobs,SITE_NAME,GEO_FEATUR,YLAT,XLONG,FAZ_ACRO,MAZ_ACRO,JAZ_ACRO,CU_INDEX,CU_NAME,CU_Acro,CU_Mapname,CU_TYPE,FWA_WATERSHED_CODE,distance,feature_x,feature_y
CK,46801,29,BLUE RIVER,Stream,52.10461061,-119.2796415,NTh,GStr,NTh+GStr,CK-18,North Thompson_SP_1.3,NTh-spr,CK-North Thompson River-SP-1.3,Current,100-190442-998192-678593-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,15.8524238119516,1458880.74917417,809966.314911234
CK,46658,3,DUNN CREEK,Stream,51.45876631,-120.1458021,NTh,GStr,NTh+GStr,CK-18,North Thompson_SP_1.3,NTh-spr,CK-North Thompson River-SP-1.3,Current,100-190442-998192-288800-076644-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,47.1115264134271,1405828.12585247,732976.874497671
CK,46790,65,FINN CREEK,Stream,51.89646724,-119.3237098,NTh,GStr,NTh+GStr,CK-18,North Thompson_SP_1.3,NTh-spr,CK-North Thompson River-SP-1.3,Current,100-190442-998192-602714-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,25.5133060332787,1458065.62506027,786581.750142009
CK,46780,18,LYON CREEK,Stream,51.88032075,-119.3097596,NTh,GStr,NTh+GStr,CK-18,North Thompson_SP_1.3,NTh-spr,CK-North Thompson River-SP-1.3,Current,100-190442-998192-595721-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,82.6759187354121,1459189.74670905,784880.374108626
CK,46730,2,MAD RIVER,Stream,51.67320675,-119.607009,NTh,GStr,NTh+GStr,CK-18,North Thompson_SP_1.3,NTh-spr,CK-North Thompson River-SP-1.3,Current,100-190442-998192-485781-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,5.51954139934385,1440926.3719852,760005.435798968
CK,46668,2,MCTAGGART CREEK,Stream,51.41172498,-120.1289696,NTh,GStr,NTh+GStr,CK-18,North Thompson_SP_1.3,NTh-spr,CK-North Thompson River-SP-1.3,Current,100-190442-998192-288800-076644-261917-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,42.5490847585836,1407426.50067465,727850.31236553
CK,69075,-99,MUD CREEK,Stream,52.1298077,-119.2691431,NTh,GStr,NTh+GStr,CK-18,North Thompson_SP_1.3,NTh-spr,CK-North Thompson River-SP-1.3,Current,100-190442-998192-687645-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,22.5789460228748,1459328.75306084,812830.876096482
CK,69074,-99,NORTH THOMPSON RIVER@VAVENBY,Stream segment,51.57963642,-119.725163,NTh,GStr,NTh+GStr,CK-18,North Thompson_SP_1.3,NTh-spr,CK-North Thompson River-SP-1.3,Current,100-190442-998192-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,58.3615317312016,1433721.85536894,748889.941885203
CK,69076,-99,THUNDER RIVER,Stream,52.21801236,-119.2108276,NTh,GStr,NTh+GStr,CK-18,North Thompson_SP_1.3,NTh-spr,CK-North Thompson River-SP-1.3,Current,100-190442-998192-725246-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,8.14034185165824,1462354.49819976,822999.81518027
CK,46608,56,BARRIERE RIVER,Stream,51.17371372,-120.1387374,NTh,GStr,NTh+GStr,CK-19,North Thompson_SU_1.3,NTh-sum,CK-North Thompson River-SU-1.3,Current,100-190442-998192-185576-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,0.934858462416967,1408942.99858301,701370.311824339
CK,46688,62,CLEARWATER RIVER,Stream,51.63318645,-120.0809956,NTh,GStr,NTh+GStr,CK-19,North Thompson_SU_1.3,NTh-sum,CK-North Thompson River-SU-1.3,Current,100-190442-998192-349877-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,20.1836130189408,1408687.12527259,752718.062920974
CK,46648,37,LEMIEUX CREEK,Stream,51.42377413,-120.2004172,NTh,GStr,NTh+GStr,CK-19,North Thompson_SU_1.3,NTh-sum,CK-North Thompson River-SU-1.3,Current,100-190442-998192-274759-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,25.9181879741522,1402369.62606364,728779.563780289
CK,46708,46,MAHOOD RIVER,Stream,51.91587699,-120.1946313,NTh,GStr,NTh+GStr,CK-19,North Thompson_SU_1.3,NTh-sum,CK-North Thompson River-SU-1.3,Current,100-190442-998192-349877-237590-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,8.44933513434685,1398277.87649891,783469.249422581
CK,46678,10,MANN CREEK,Stream,51.56645698,-120.1366069,NTh,GStr,NTh+GStr,CK-19,North Thompson_SU_1.3,NTh-sum,CK-North Thompson River-SU-1.3,Current,100-190442-998192-325873-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,19.6835108269408,1405471.37022344,744988.001220807
CK,46588,47,NORTH THOMPSON RIVER,Stream,50.68230937,-120.3414646,NTh,GStr,NTh+GStr,CK-19,North Thompson_SU_1.3,NTh-sum,CK-North Thompson River-SU-1.3,Current,100-190442-998192-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,10.5526741282362,1399198.6227367,645673.002166248
CK,46718,65,RAFT RIVER,Stream,51.63177174,-119.9911334,NTh,GStr,NTh+GStr,CK-19,North Thompson_SU_1.3,NTh-sum,CK-North Thompson River-SU-1.3,Current,100-190442-998192-368776-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,58.8318116837132,1414890.37390085,753083.687895557
CK,46256,20,ADAMS RIVER-UPPER,Stream segment,51.41089723,-119.45611,STh,GStr,STh+GStr,CK-82,Upper Adams River_SU_x.x,UAdams,CK-South Thompson-Adams River Upper,Current,100-190442-999098-995997-058910-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,173.856968932053,1454002.62534093,731852.313641289
CO,46099,,BIRKENHEAD RIVER,Stream,50.30644079,-122.6070114,LILL,GStr,LILL+GStr,CO-04,Lillooet,,,Current,100-077501-955583-415280-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,5.11218812552329,1241536.37324782,593665.438349688
CO,69298,,CHIEF PAUL CREEK,Stream,49.94546001,-122.4230817,LILL,GStr,LILL+GStr,CO-04,Lillooet,,,Current,100-077501-955583-172463-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,12.0364906469364,1256647.12601993,554203.000717615
CO,46084,,DOUGLAS CREEK/LILL,Stream,49.76361308,-122.1547819,LILL,GStr,LILL+GStr,CO-04,Lillooet,,,Current,100-077501-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,120.260003343716,1276977.50396293,535019.311494753
CO,959,,FEE CREEK,Stream,50.394348,-122.70113,LILL,GStr,LILL+GStr,CO-04,Lillooet,,,Current,100-077501-955583-415280-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,132.285135948153,1234385.59397247,603120.454301962
CO,69302,,GOWAN CREEK,Stream,49.92349175,-122.3640213,LILL,GStr,LILL+GStr,CO-04,Lillooet,,,Current,100-077501-955583-147206-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,30.5982200348859,1261006.50265157,551978.81284912
CO,46108,,GREEN RIVER/LILL,Stream,50.30147365,-122.7224003,LILL,GStr,LILL+GStr,CO-04,Lillooet,,,Current,100-077501-955583-455209-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,56.8664778784083,1233353.74851378,592726.311346283
CO,46133,,JOHN SANDY CREEK,Stream,50.48484089,-122.9444129,LILL,GStr,LILL+GStr,CO-04,Lillooet,,,Current,100-077501-955583-596718-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,97.0269887190644,1216676.87557172,612406.43854586
CO,69300,,KAKILA CREEK,Stream,50.12032744,-122.5275928,LILL,GStr,LILL+GStr,CO-04,Lillooet,,,Current,100-077501-955583-301179-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,10.0649515260074,1248200.74831076,573257.437767224
CO,46964,,LILLOOET RIVER-LOWER,Stream segment,49.74741205,-122.1500543,LILL,GStr,LILL+GStr,CO-04,Lillooet,,,Current,100-077501-955583-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,8.37670865346373,1277415.62557204,533239.063049991
CO,46026,,LILLOOET RIVER-UPPER,Stream segment,50.30287519,-122.6340291,LILL,GStr,LILL+GStr,CO-04,Lillooet,,,Current,100-077501-955583-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,15.8226264408804,1239633.37976223,593177.314382377
CO,46128,,MCKENZIE CREEK,Stream,50.37490607,-122.8438127,LILL,GStr,LILL+GStr,CO-04,Lillooet,,,Current,100-077501-955583-524958-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,22.8972947377984,1224351.24965237,600496.812760822
CO,46118,,MILLER CREEK/LILL,Stream,50.35615798,-122.8325957,LILL,GStr,LILL+GStr,CO-04,Lillooet,,,Current,100-077501-955583-514693-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,1.36815710966898,1225241.37280148,598448.18584372
CO,46113,,PEMBERTON CREEK,Stream,50.30854893,-122.7670817,LILL,GStr,LILL+GStr,CO-04,Lillooet,,,Current,100-077501-955583-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,11.3486565513423,1230138.87321365,593366.500197093
CO,46103,,POOLE CREEK,Stream,50.43542667,-122.6930628,LILL,GStr,LILL+GStr,CO-04,Lillooet,,,Current,100-077501-955583-415280-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,5.87655143973528,1234744.87607319,607713.813121464
CO,46148,,RAILROAD CREEK,Stream,50.53034875,-123.0505462,LILL,GStr,LILL+GStr,CO-04,Lillooet,,,Current,100-077501-955583-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,22.8524415814694,1208944.24626149,617147.93795649
CO,46123,,RYAN RIVER,Stream,50.3589405,-122.8356076,LILL,GStr,LILL+GStr,CO-04,Lillooet,,,Current,100-077501-955583-515913-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,8.95466316412519,1225013.49610174,598747.939478645
CO,46139,,SALMON CREEK/LILL,Stream,50.48833354,-122.9546172,LILL,GStr,LILL+GStr,CO-04,Lillooet,,,Current,100-077501-955583-600648-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,98.3645290694285,1215937.00103114,612763.626213416
CO,46153,,SAMPSON CREEK,Stream,50.53344979,-123.1181936,LILL,GStr,LILL+GStr,CO-04,Lillooet,,,Current,100-077501-955583-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,20.392452619211,1204140.62271051,617295.438496022
CO,44618,,SAMPSON SLOUGH,Slough,50.52620425,-123.0524434,LILL,GStr,LILL+GStr,CO-04,Lillooet,,,Current,100-077501-955583-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,24.0925567723578,1208829.12480853,616681.437980852
CO,46094,,SLOQUET CREEK,Stream,49.76499948,-122.2029894,LILL,GStr,LILL+GStr,CO-04,Lillooet,,,Current,100-077501-955583-030689-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,23.9001301787196,1273500.12417771,534985.814192521
CO,69299,,SNOWCAP CREEK,Stream,49.93231707,-122.4019926,LILL,GStr,LILL+GStr,CO-04,Lillooet,,,Current,100-077501-955583-162240-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,23.1175734667071,1258233.25075644,552819.813364439
CO,69301,,UNNAMED-W SIDE LITTLE LILLOOET LAKE,Stream,50.07732432,-122.549959,LILL,GStr,LILL+GStr,CO-04,Lillooet,,,Current,100-077501-955583-267449-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,35.724001049628,1246836.37452462,568401.12504651
CO,47140,,AMERICAN CREEK,Stream,49.43259386,-121.4376428,FRCany,GStr,FRCany+GStr,CO-05,Fraser Canyon,,,Current,100-117583-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,9.40157631738059,1330938.24846305,501364.565033202
CO,47153,,ANDERSON RIVER,Stream,49.84240911,-121.4385973,FRCany,GStr,FRCany+GStr,CO-05,Fraser Canyon,,,Current,100-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,33.5890063012048,1327935.49995223,546825.937616307
CO,47122,,COQUIHALLA RIVER,Stream,49.39412983,-121.438954,FRCany,GStr,FRCany+GStr,CO-05,Fraser Canyon,,,Current,100-113848-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,47.1984459757938,1331118.49895491,497092.531230192
CO,47114,,HUNTER CREEK/FRCany,Stream,49.35672625,-121.5739293,FRCany,GStr,FRCany+GStr,CO-05,Fraser Canyon,,,Current,100-104902-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,21.2949360857928,1321592.37274847,492321.96879046
CO,61788,,NAHATLATCH LAKE,Lake,50.00441549,-121.7213805,FRCany,GStr,FRCany+GStr,CO-05,Fraser Canyon,,,Current,100-168517-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,2.73759502792625,1306542.45656814,563541.572311203
CO,47159,,NAHATLATCH RIVER,Stream,49.9779149,-121.5120321,FRCany,GStr,FRCany+GStr,CO-05,Fraser Canyon,,,Current,100-168517-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,9.4488194725174,1321708.37314259,561528.561795524
CO,47111,,RUBY CREEK/FRCany,Stream,49.35261616,-121.6072969,FRCany,GStr,FRCany+GStr,CO-05,Fraser Canyon,,,Current,100-103301-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,0.959659889008769,1319199.37506358,491715.093368269
CO,47118,,SILVERHOPE CREEK,Stream,49.37022289,-121.463219,FRCany,GStr,FRCany+GStr,CO-05,Fraser Canyon,,,Current,100-111269-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,28.4739747880351,1329529.49932419,494327.969240758
CO,2422,,STEVEN CREEK,Stream,49.38443274,-121.3930183,FRCany,GStr,FRCany+GStr,CO-05,Fraser Canyon,,,Current,100-113848-030843-384767-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,81.426439557659,1334518.69259964,496233.083987356
CO,47127,,SUCKER CREEK,Stream,49.38284718,-121.4232325,FRCany,GStr,FRCany+GStr,CO-05,Fraser Canyon,,,Current,100-113848-030843-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,43.0489741969965,1332339.2533807,495914.939283877
CO,46200,,BONAPARTE RIVER,Stream,50.73957155,-121.2600159,LTh,GStr,LTh+GStr,CO-07,Lower Thompson,,,Current,100-190442-506118-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,9.1269119423256,1334076.37480611,647273.562579474
CO,44965,,CLAPPERTON CREEK,Stream,50.1627993,-120.6694079,LTh,GStr,LTh+GStr,CO-07,Lower Thompson,,,Current,100-190442-244975-463869-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,19.7546086218506,1380457.37300746,586224.874267999
CO,46190,,COLDWATER RIVER,Stream,50.11464531,-120.8036115,LTh,GStr,LTh+GStr,CO-07,Lower Thompson,,,Current,100-190442-244975-337574-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,18.9782332684787,1371289.24596962,580169.998978352
CO,46210,,DEADMAN RIVER,Stream,50.74441531,-120.9194659,LTh,GStr,LTh+GStr,CO-07,Lower Thompson,,,Current,100-190442-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,38.1494973330318,1357999.99755763,649476.187164991
CO,128,,GUICHON CREEK/LTh,Stream,50.14500192,-120.8854535,LTh,GStr,LTh+GStr,CO-07,Lower Thompson,,,Current,100-190442-244975-296261-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,28.4088789601208,1365208.00292364,583112.438870058
CO,46170,,NICOLA RIVER,Stream,50.4271377,-121.316685,LTh,GStr,LTh+GStr,CO-07,Lower Thompson,,,Current,100-190442-244975-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,62.4793778588109,1332387.24894486,612306.186409033
CO,44736,,NICOLA RIVER-UPPER,Stream segment,50.13736652,-120.7078131,LTh,GStr,LTh+GStr,CO-07,Lower Thompson,,,Current,100-190442-244975-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,52.1901787955107,1377932.74961055,583197.688875777
CO,46180,,SPIUS CREEK,Stream,50.14716324,-121.0208052,LTh,GStr,LTh+GStr,CO-07,Lower Thompson,,,Current,100-190442-244975-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,96.3203463723836,1355542.37602013,582663.250437221
CO,44975,,TRANQUILLE RIVER,Stream,50.71983933,-120.5355539,LTh,GStr,LTh+GStr,CO-07,Lower Thompson,,,Current,100-190442-906230-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,109.805734504761,1385211.50131194,648762.938709063
CO,46240,,ADAMS RIVER,Stream,50.89386286,-119.5505675,STh,GStr,STh+GStr,CO-08,South Thompson,,,Current,100-190442-999098-995997-058910-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,65.5993281899056,1452707.00099743,673900.31148894
CO,46250,,ADAMS RIVER-UPPER,Stream segment,51.41089723,-119.45611,STh,GStr,STh+GStr,CO-08,South Thompson,,,Current,100-190442-999098-995997-058910-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,173.856984332664,1454002.62535717,731852.313634205
CO,46350,,ANSTEY RIVER,Stream,51.13123921,-118.8994306,STh,GStr,STh+GStr,CO-08,South Thompson,,,Current,100-190442-999098-995997-520730-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,4.79242457408684,1495618.99911827,704576.938335664
CO,46542,,BESSETTE CREEK,Stream,50.3065408,-118.8231096,STh,GStr,STh+GStr,CO-08,South Thompson,,,Current,100-190442-999098-995997-730848-543292-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,22.324152336038,1510220.12833415,613772.435995465
CO,46461,,BLURTON CREEK,Stream,50.68893864,-119.0527944,STh,GStr,STh+GStr,CO-08,South Thompson,,,Current,100-190442-999098-995997-730848-094096-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,8.11191154605516,1489774.62859267,654499.623924136
CO,46411,,BOLEAN CREEK,Stream,50.49884109,-119.5614753,STh,GStr,STh+GStr,CO-08,South Thompson,,,Current,100-190442-999098-995997-990301-431572-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,13.8528963340619,1455937.62236629,630035.812659871
CO,46421,,CANOE CREEK/STh,Stream,50.754669,-119.2217339,STh,GStr,STh+GStr,CO-08,South Thompson,,,Current,100-190442-999098-995997-893719-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,27.8778671169244,1477201.74790701,660629.251005701
CO,46280,,CAYENNE CREEK,Stream,51.32071477,-119.3196927,STh,GStr,STh+GStr,CO-08,South Thompson,,,Current,100-190442-999098-995997-058910-326444-537363-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,8.69939179782593,1464385.87581175,722733.814674899
CO,46320,,CELISTA CREEK,Stream,51.19733738,-119.0048077,STh,GStr,STh+GStr,CO-08,South Thompson,,,Current,100-190442-999098-995997-492708-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,24.066584289741,1487561.5032315,711171.126903093
CO,806,,CRAZY CREEK/STh,Stream,50.99115159,-118.6470889,STh,GStr,STh+GStr,CO-08,South Thompson,,,Current,100-190442-999098-995997-725308-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,9.408832398185,1514787.75006349,690856.936676305
CO,46552,,CREIGHTON CREEK,Stream,50.24607803,-118.9553181,STh,GStr,STh+GStr,CO-08,South Thompson,,,Current,100-190442-999098-995997-730848-543292-564986-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,10.2500132640962,1501520.87124418,606133.936625532
CO,46501,,DANFORTH CREEK,Stream,50.69585876,-118.7457229,STh,GStr,STh+GStr,CO-08,South Thompson,,,Current,100-190442-999098-995997-730848-373026-397952-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,3.56879545408736,1511269.99807,657437.250465616
CO,46562,,DUTEAU CREEK,Stream,50.2516302,-118.9594602,STh,GStr,STh+GStr,CO-08,South Thompson,,,Current,100-190442-999098-995997-730848-543292-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,18.5851273101442,1501165.62437345,606719.313193529
CO,46360,,EAGLE RIVER,Stream,50.84336958,-119.0109085,STh,GStr,STh+GStr,CO-08,South Thompson,,,Current,100-190442-999098-995997-725308-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,2.07386419090947,1491023.25440543,671900.312683682
CO,46471,,FORTUNE CREEK/STh,Stream,50.54128327,-119.1315308,STh,GStr,STh+GStr,CO-08,South Thompson,,,Current,100-190442-999098-995997-730848-210601-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,1.34916212671516,1485833.50029183,637598.815178147
CO,3069,,HARBOUR CREEK,Stream,51.541347,-119.3021033,STh,GStr,STh+GStr,CO-08,South Thompson,,,Current,100-190442-999098-995997-058910-518106-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,39.6315808925848,1463282.62671012,747321.501353838
CO,132,,HIUIHILL CREEK,Stream,50.92252401,-119.6338982,STh,GStr,STh+GStr,CO-08,South Thompson,,,Current,100-190442-999098-995997-058910-043375-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,10.8575832404627,1446587.00339525,676549.502437379
CO,46340,,HUNAKWA CREEK,Stream,51.13383191,-118.9175881,STh,GStr,STh+GStr,CO-08,South Thompson,,,Current,100-190442-999098-995997-520714-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,0.0729046916798411,1494327.0012563,704737.314532077
CO,46532,,IRELAND CREEK,Stream,50.39522794,-118.782024,STh,GStr,STh+GStr,CO-08,South Thompson,,,Current,100-190442-999098-995997-730848-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,25.4712352759046,1512126.37227418,623887.250166916
CO,46451,,JOHNSON CREEK,Stream,50.69726845,-119.051375,STh,GStr,STh+GStr,CO-08,South Thompson,,,Current,100-190442-999098-995997-730848-089853-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,47.8838127093297,1489783.49736145,655432.311580796
CO,46491,,KINGFISHER CREEK/STh,Stream,50.61256505,-118.7431328,STh,GStr,STh+GStr,CO-08,South Thompson,,,Current,100-190442-999098-995997-730848-373026-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,13.9707173582306,1512400.75225046,648232.252948274
CO,7475,,LOFTUS CREEK,Stream,50.93048131,-118.8020418,STh,GStr,STh+GStr,CO-08,South Thompson,,,Current,100-190442-999098-995997-725308-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,27.5930534629771,1504662.87632215,683020.56334519
CO,45016,,MCNOMEE CREEK,Stream,51.26468696,-118.9454165,STh,GStr,STh+GStr,CO-08,South Thompson,,,Current,100-190442-999098-995997-492860-064395-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,1.5772853283212,1490940.99878007,719047.00044229
CO,45017,,MCNOMEE CREEK,Stream,51.26468696,-118.9454165,STh,GStr,STh+GStr,CO-08,South Thompson,,,Current,100-190442-999098-995997-492860-064395-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,1.5772853283212,1490940.99878007,719047.00044229
CO,46270,,MOMICH RIVER,Stream,51.3346128,-119.4231818,STh,GStr,STh+GStr,CO-08,South Thompson,,,Current,100-190442-999098-995997-058910-326444-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,47.040178977423,1457069.00066464,723601.814094341
CO,46572,,NICKLEN CREEK,Stream,50.20211118,-119.0042515,STh,GStr,STh+GStr,CO-08,South Thompson,,,Current,100-190442-999098-995997-730848-543292-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,14.0541402439738,1498531.25253604,600920.498611634
CO,3071,,NIKWIKWAIA CREEK,Stream,50.938893,-119.6551932,STh,GStr,STh+GStr,CO-08,South Thompson,,,Current,100-190442-999098-995997-058910-057838-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,2.83544555778474,1444933.99878124,678230.87754118
CO,46511,,NOISY CREEK,Stream,50.70671468,-118.6565973,STh,GStr,STh+GStr,CO-08,South Thompson,,,Current,100-190442-999098-995997-730848-384513-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,22.6267530412088,1517403.87813074,659286.938751355
CO,46300,,ONYX CREEK,Stream,50.95367081,-119.2828115,STh,GStr,STh+GStr,CO-08,South Thompson,,,Current,100-190442-999098-995997-296515-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,78.7184639529186,1470815.37426524,682278.064648559
